name,x_coordinate,y_coordinate,xy_type,uprn,statusdetail,status,sizecategory,primarytechnology
Little Wyvis,245900,860900,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Mossneuk Farm wind turbine,245948,658673,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Baltier Farm - farm waste,246579,543044,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Anaerobic Digestion
Allnabad Hydroelectric Scheme,246735,941467,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Hare Hill (East Ayrshire),265320,609703,From Data Source,,Operational,Actual,Large (1MW+),Wind
Auchmore wind turbine,247432,848983,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Auchmore wind turbine (turbine 2),247650,848800,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Corravachie Hydro Scheme,248247,872496,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
LARG FARM,248334,557909,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Krockie Lodge,248490,814943,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Land At Dell Estate Whitebridge Inverness,248651,809939,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Allt Caislidh Hydro Scheme,248990,741847,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Allt Rioran Hydro Scheme,248990,741847,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Alf Burn hydro,249265,850395,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Ledcharrie Farm,250573,728157,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Nether Newton Farm - resubmission,251079,639444,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Garrogie Estate 3 run-of-river hydro schemes,252111,811768,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Tambowie Farm Wind Turbines,252313,675263,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Ballimore Hydro Power Scheme,252456,716273,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Low Bowhill Wind Turbine,252456,639456,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Ikea Glasgow,252527,666563,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Photovoltaic
Brahan micro hydro,252815,853855,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
SOMERBY FARM,252851,857693,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Land approximately 300m South-West of King George V Playing Fields,255406,679226,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Claylands Farm AD Plant(Farm AD),255470,687667,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Millennium Extension II,225679,810840,From Data Source,,Operational,Actual,Large (1MW+),Wind
Novar Hydro Scheme,255600,868400,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Laggan House,255812,716525,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Easter Aberchalder,256450,819850,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Braeantra Hydroscheme,256764,877978,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Carrot Farm,256792,646228,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Allt Killanan,257098,834670,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Millburn,257687,855951,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Callander Community Hydro,258043,710522,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Dunvournie Farm Wind Turbine,258743,857269,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Cairnmore Farm,351086,825261,From Data Source,,Operational,Actual,Large (1MW+),Wind
New House,258896,907167,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Dochfour Burn Hydro,260884,840140,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Roroyere Hydro,261210,747355,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Carie Hydro,261494,756492,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Bunchrew Caravan Park Solar Farm,261848,846027,From Data Source,,Under Construction,Actual,Micro (<=45kW),Photovoltaic
High Glenmuir Farm wind turbine,262381,619982,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Roromore Hydro Power Scheme,262458,747267,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Upper Badrain - resubmission,262937,859454,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rench Farm,263026,638594,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Knockgarty Farm Wind Turbines,263401,858360,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Keltie Water,263668,711178,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
East Kilbride (Sainsbury's),263880,653040,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
STANDINGSTONE FARM,264165,552657,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
EASTER FEARN HYDRO SCHEME,264496,886653,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Hallburn Farm (Strathaven),265151,640819,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Trostrie Farm,265675,557393,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
High Barcaple Wind Turbine,266818,558323,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rigfoot Farm,266904,646761,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Coignafearn Hydro,268064,815215,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
KIRKCUDBRIGHT COTTAGE HOSPITAL Biomass,268343,550792,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
St Fergus Moss Wind Farm,405416,853549,From Data Source,,Operational,Actual,Large (1MW+),Wind
Falls of Camserney Hydro,268414,760202,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Auchengeich Road Wind Turbine,268668,671326,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Balbeg Farm Hydro Scheme,269541,741635,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Blantyre,269585,658485,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Allt-Da-Ghob Hydro Scheme,269762,746029,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Haspielaw,269788,651477,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Dell Farm,270560,837750,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
MORAY ESTATES Hydro,270704,703143,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Craiglearan Hydro,271166,592100,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Burnbrae Farm Wind Turbine,272083,650651,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
"West Hill, Flotta",335252,993820,From Data Source,,Operational,Actual,Large (1MW+),Wind
Gartverrie Farm wind turbine,273268,668434,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hazeldean Farm,273730,644273,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Knockbrock Hydro,274295,587245,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Gaindykehead Farm Wind Turbine,274327,669909,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Auchencheyne Farm Hydro,275118,587683,From Data Source,,Operational,Actual,Micro (<=45kW),Hydro
Uisge Dubh Hydro,275498,843035,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
GLENCROSH Hydro,276334,589110,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Dalmacoulter Landfill Site,276500,667500,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Landfill Gas
Greensburn Farm,276568,682732,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Land at Remony Hydro Scheme,276569,744165,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Whitelee Windfarm Extension phase 2,254220,640867,From Data Source,,Operational,Actual,Large (1MW+),Wind
Castle Douglas Hospital Biomass,276778,562194,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Drumshangie,276800,667600,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Landfill Gas
Land 340 Metres South East Of Murrayshall Farm,276866,690823,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Riggend,276900,669800,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Landfill Gas
Dykehead Farm Wind Turbine,276935,667486,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
High Blackwood Yards Wind Turbine,276977,642098,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Rogerhill Farm,278525,643310,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Brownieside Garage,278626,666162,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Allt-A-Bhealaich,278800,748600,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Crawfordton Farm Hydro,279644,690588,From Data Source,,Operational,Actual,Micro (<=45kW),Hydro
Hill of Balquhindachy extension,385642,842482,From Data Source,,Operational,Actual,Large (1MW+),Wind
Jarbruck Micro Hydro,279684,590352,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Eliock House Hydro,279780,607530,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Woodlands Farm,279826,639404,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Quarter,280500,682500,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Scottish Power Denny (Difgen),280500,682500,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
GUFFOGLAND Wind Turbine,280620,561940,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hawkcleuchside House Hydro,280770,606480,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Marshill Farm Wind Turbine,281037,645105,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Easter Glentore Wind Turbine,281424,671134,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Inns Of Balhaldie wind turbine,281440,704240,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Glen Shervie Hydro Scheme,282099,733873,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Fenich (Lick Foss) Hydro Scheme,282905,758845,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Urlar Road,283439,746038,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Jjs Farm,283597,636194,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Big Burn Golspie,284008,900818,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
MEIKLE CULLOCH FARM,284024,564598,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Duntilland Farm,284180,663400,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Lesserlinn Farm Wind Turbine,284204,642493,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
SPEDDOCH HOUSE,284667,581880,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Easter Drumclair,285773,670912,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
CROFTMILL HYDRO ELECTRIC SCHEME,286230,737111,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Banvie Burn Hydro Electric Scheme,286518,765268,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Corra Farm Wind Turbine,286832,639755,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Blairmains Farm,287086,664136,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Greenstrands Farm,287173,639068,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Wester Hassockrigg Farm,287260,663176,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
South Arnloss Farm,287333,671688,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Lynemore Hydro,287575,736330,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Gracefield Farm hydro,287903,588416,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Land At Blairmuckhole Farm,287977,664822,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rimmon Cottage,288258,661290,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
RIGGHEAD FARM Biomass,289119,578647,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Whitecraighead Farm,289880,659325,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Pitcastle,290987,752883,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Pitnacree hydro,291680,753627,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
MULDRON FARM,292514,658724,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Upper Glen Devon Reservoir,292600,704720,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Polmont Golf Club,292916,676368,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Black Law Turbine,292956,655556,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
NETHER HILLHOUSE,293195,670544,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Kames Country Club Wind Turbines,293419,646635,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Gleneagles Estate Wind Turbines (resubmission),293832,705633,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
TIPPETHILL FARM,294166,665627,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Carstairs Mains Farm,294291,644882,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Redlands Poultry Farm,295210,646932,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Kinnaird Burn Hydro,295387,759281,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Westend Wood Quarry,295745,647120,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Stobwood Farm,296133,653565,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Lampits Farm,296592,645135,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
ALDI DISTRIBUTION CENTRE,296869,666466,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Chirmorie Wind Farm,222552,579875,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Bughtknowes Farm - resubmission,297073,655236,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
MIDSEAT FARM,297403,663201,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
EAST OF BREICH,297676,661368,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Pateshill WTW Wind Turbine - resubmission,298051,659364,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Burnfoot Poultry Farm,298732,655230,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rusha Poultry Farm,299492,660621,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hillhead Farm Wind Turbine,299549,654115,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Broomhill Farm,299650,647182,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Dowally Hydro Electric Scheme,299854,747779,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Tulliemet Hydro,299890,750050,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Barnhill Farm Wind Turbines,301177,696204,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Balmore Farm Wind Turbine,301432,968233,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Craiglaw Farm,302607,698790,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rumbling Bridge Hydro,302646,699928,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Drumside of Garvock,303428,716004,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Bognie Farm Wind Turbine,304076,860259,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Rhynd Farm,304187,691104,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Bankhead Farm Wind Turbines,304246,701380,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
STEELEND FARM WIND FARMS,305355,692717,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Glenfernate Hydro,305581,767308,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Mollin Micro-Hydro Electric Scheme,305877,592530,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Findhorn Foundation,306500,863500,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
South Kilduff,307189,701415,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
LOCHMABEN HOSPITAL Biomass Boiler,308164,582593,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Kirkhill Wind Turbine,309018,575065,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Rehoboth,309769,955920,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
"Linn of Corriemulzie, Braemar",311116,789646,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Scottish Water - Glenfarg,311120,710880,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Stanley Mills Hydro Development,311430,732835,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Land 500 Metres North West Of East Blair Farm,311570,710170,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Mossmorran Wind Farm,318109,689419,From Data Source,,Operational,Actual,Large (1MW+),Wind
Land At Easter Logie,311585,747145,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
CROFTHEAD FARM hydro,312300,605270,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Selcoth Farm Hydro,313697,607917,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Scottish Power EMEC Test Site,314195,1009356,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wave Power
Vagr Atferd,314195,1009356,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wave Power
Sordale Farm,314512,961747,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Weydale Farm wind turbine,314755,964468,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Dawyck Botanic Gardens Hydro Scheme,315940,635228,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Sibmister Farm Wind Turbine - resubmission,316905,966010,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Glenfarg AD Plant (Waste AD),317609,713860,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Courtstone Wind Turbine,384413,833537,From Data Source,,Operational,Actual,Large (1MW+),Wind
Oakbank Mill Lade,317632,744931,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Harlaw Reservoir,318052,664808,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Orwell Bakery AD - food waste,318203,696819,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Anaerobic Digestion
Keithick Mill Hydro,320100,738200,From Data Source,,Under Construction,Actual,Micro (<=45kW),Hydro
Jamesfield Farm,320138,718155,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Annan Hospital Biomass,320318,566705,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
BENDOCHY ANAEROBIC DIGESTION PLANT  (Farm AD) - Re-submission,320680,741517,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Niandt,321287,933473,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Rosemary Farm Wind Turbines,321976,655758,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Newlands Of Forse,322078,935613,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Craiglockhart Reservoir,322755,669726,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Oyster Demonstration Project,323401,983560,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wave Power
The Penguin (EMEC),323401,983560,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wave Power
Mayar - Kilbo Scheme hydro,324595,771045,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Hydro
Hunthill Wind Farm,324829,846635,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Heathpool Wind Turbine,325072,644666,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Wester Elchies Farm,325390,843320,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Taigh Na Muir Wind Turbine,325460,972820,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Ramray,325833,1005860,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Briary Cottage,325995,969090,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Milltown Airfield AD Plant (Farm AD),326268,865155,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Clyth Wind Turbine,326681,935779,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Ikea Edinburgh,327404,666359,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Photovoltaic
Kettins wind turbine no 2,327997,742905,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
The Gordons,328416,937191,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Holodyke,329348,1020910,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Lower Melville Wood (wind),329999,711741,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Ore Brae,330163,993314,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
West Mains Farmhouse,331150,737066,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Lundie Castle - resubmission,331213,735959,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Land North-West Of Seater Farm,324756,960627,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Davidston Farm - resubmission,331567,740187,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Balgonie Estate,331938,699577,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
JEWEL AND ESK COLLEGE - SOLAR MEADOW,332566,665887,From Data Source,,Under Construction,Actual,Micro (<=45kW),Photovoltaic
West Adamston Farm,332936,735486,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Ingliston Farm,334397,744313,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
"Stenso (Land Near), Evie",335077,1026046,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Stenso,335769,1026277,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Clatto Farm (resubmission),336052,707324,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Nether Dallachy,336231,863882,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Landfill Gas
Rottal Hydro Ltd,337024,769749,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Hydro
Methil Renewable Energy Park,337541,699290,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Westhall wind turbine,337729,714911,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Blackfold Farm,339730,855048,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Tealing Airfield,340287,737679,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Tealing Airfield extension,340505,737000,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Midtown of Glass Wind Turbine,340876,842181,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Broomhill Farm wind turbine,342703,854073,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hatston Farm,343524,1012138,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Photovoltaic
Hatston Industrial Estate,343616,1012713,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Winton Estate,343815,669495,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Lairg Wind Farm,261293,903916,From Data Source,,Operational,Actual,Large (1MW+),Wind
Westray Renewable Energy,344124,1043753,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
SUQUOY FARM - WIND TURBINES,344529,988112,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Westray Biogas (Farm AD),345500,1043700,From Data Source,,Operational,Actual,Micro (<=45kW),Anaerobic Digestion
Kalulu House (resubmission),346325,757976,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Heatheryfield Farm wind turbine,346364,844479,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Berriedale Wind Farm,346450,993820,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Coachford Farm Wind Turbines,346480,846040,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Bailiesward Farm Wind Turbine,347138,837506,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Knowehead Landfill Site/ Wellbank,347300,737700,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Landfill Gas
Tannadice WWTW Hydro,347625,757770,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
West Cottage,348188,759437,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
North Deskie (resubmission),348330,821567,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Balnamoon Farm,348500,855500,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Forfar Golf Course,348524,750248,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hammer Farm Wind Turbine,348742,1043046,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Burray,348945,998660,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Myreton,349135,856169,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Stotfaulds Farm,349560,740177,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
